date,trades_count,total_pnl,mean_pnl
2023-01-05,3,0.0,0.0
2023-05-12,9,0.0,0.0
2024-01-01,18,-129.53146,-7.196192222222223
2024-01-02,6,0.0,0.0
2024-01-03,137,8244.241409,60.176944591240876
2024-01-04,77,2507.963406,32.57095332467532
2024-01-05,14,0.0,0.0
2024-01-06,25,91.510419,3.66041676
2024-01-07,64,5065.839308,79.1537391875
2024-01-08,57,167.080017,2.9312283684210527
2024-01-09,12,137.433093,11.452757750000002
2024-01-10,4,0.0,0.0
2024-01-11,23,1040.475736,45.238075478260875
2024-01-12,416,40886.364494,98.28453003365385
2024-02-01,17,783.979116,46.11641858823529
2024-02-02,42,456.423473,10.867225547619048
2024-02-03,31,230.90060000000005,7.448406451612905
2024-02-04,41,883.760812,21.555141756097562
2024-02-06,93,192.906947,2.074268247311828
2024-02-07,18,2421.253116,134.514062
2024-02-08,63,782.3681909999999,12.418542714285714
2024-02-09,2,0.0,0.0
2024-02-10,4,0.0,0.0
2024-02-11,2,0.0,0.0
2024-02-12,270,18489.604313,68.48001597407408
2024-03-01,67,866.015507,12.925604582089552
2024-03-02,56,223.30918699999998,3.9876640535714283
2024-03-03,79,8361.086245,105.83653474683545
2024-03-04,4,126.7884,31.6971
2024-03-05,36,5306.017045,147.3893623611111
2024-03-06,70,562.808208,8.040117257142859
2024-03-07,18,1118.387284,62.132626888888886
2024-03-08,37,464.1897,12.545667567567568
2024-03-10,9,100.375782,11.152864666666666
2024-03-11,6,0.0,0.0
2024-03-12,374,23576.539285,63.03887509358289
2024-04-01,5,-67.60364,-13.520728
2024-04-02,35,47.62389499999999,1.360682714285714
2024-04-03,300,27799.775742,92.66591914
2024-04-04,32,0.0,0.0
2024-04-05,9,0.0,0.0
2024-04-06,53,52.211438,0.9851214716981133
2024-04-07,25,0.0,0.0
2024-04-08,127,-122672.000883,-965.9212667952756
2024-04-09,34,1065.785132,31.346621529411763
2024-04-10,1,0.0,0.0
2024-04-11,36,2799.410474,77.76140205555555
2024-04-12,319,292891.815021,918.1561599404388
2024-05-01,66,164.141565,2.486993409090909
2024-05-02,72,-33.45419400000003,-0.4646415833333337
2024-05-03,180,19791.026041,109.95014467222222
2024-05-04,100,10706.484306,107.06484306
2024-05-05,6,0.916,0.15266666666666667
2024-05-06,54,56.055506,1.038064925925926
2024-05-07,32,0.0,0.0
2024-05-08,80,-13013.665169,-162.6708146125
2024-05-09,1,0.0,0.0
2024-05-10,37,5767.161892,155.86924032432432
2024-05-11,10,678.4759280000001,67.8475928
2024-05-12,456,71574.11848800001,156.96078615789474
2024-06-01,22,135.58166400000002,6.16280290909091
2024-06-02,1088,-215.615907,-0.19817638511029412
2024-06-03,82,6814.825139,83.10762364634145
2024-06-04,16,236.33513399999998,14.770945874999999
2024-06-05,9,968.59038,107.62115333333333
2024-06-06,234,274.173187,1.1716802863247862
2024-06-07,24,108.87217799999999,4.53634075
2024-06-08,107,267.318048,2.4982995140186914
2024-06-09,42,-1104.856765,-26.306113452380952
2024-06-10,22,130.487079,5.9312308636363635
2024-06-11,15,2817.83723,187.85581533333334
2024-06-12,403,-92624.643895,-229.83782604218362
2024-07-01,97,-835.681235,-8.615270463917525
2024-07-02,15,241.24212,16.082808
2024-07-04,23,0.0,0.0
2024-07-05,18,883.537693,49.08542738888889
2024-07-06,440,8902.467416,20.23288049090909
2024-07-07,10,61.428942,6.1428942
2024-07-08,33,188.789255,5.720886515151515
2024-07-10,21,0.0,0.0
2024-07-11,113,4493.353136,39.764187044247784
2024-07-12,304,85906.279067,282.5864442993421
2024-08-01,128,-269.874439,-2.1083940546875
2024-08-02,10,770.756024,77.07560240000001
2024-08-03,67,4271.886236,63.7594960597015
2024-08-04,30,1218.4267,40.614223333333335
2024-08-05,13,1.56576,0.12044307692307693
2024-08-06,29,129.13883900000002,4.453063413793104
2024-08-07,1,0.0,0.0
2024-08-08,9,-40.712216999999995,-4.5235796666666666
2024-08-09,1,0.0,0.0
2024-08-10,36,5396.546638,149.90407327777777
2024-08-11,39,-64.41354100000007,-1.6516292564102582
2024-08-12,420,15965.933436,38.014127228571425
2024-09-01,70,-826.349863,-11.804998042857143
2024-09-03,117,9949.501624,85.03847541880343
2024-09-04,3,0.0,0.0
2024-09-05,28,1147.595856,40.985566285714285
2024-09-06,17,0.0,0.0
2024-09-07,15,648.984412,43.265627466666665
2024-09-08,144,18082.071276,125.56993941666666
2024-09-09,2,0.0,0.0
2024-09-10,14,396.06272,28.290194285714286
2024-09-11,86,102.90894,1.196615581395349
2024-09-12,539,6310.967676,11.708659881261596
2024-10-01,193,-1517.091342,-7.860576901554404
2024-10-03,42,2482.9272,59.117314285714286
2024-10-04,41,5207.443414,127.01081497560976
2024-10-05,22,2101.741695,95.53371340909092
2024-10-06,53,31.266804999999998,0.589939716981132
2024-10-07,56,11977.734907,213.88812333928573
2024-10-08,88,0.0,0.0
2024-10-09,3,-219.729659,-73.24321966666666
2024-10-10,16,0.0,0.0
2024-10-11,173,991.114334,5.728984589595376
2024-10-12,1596,39325.770231,24.640206911654136
2024-11-01,21,-164.08950099999998,-7.813785761904761
2024-11-02,34,983.443176,28.924799294117648
2024-11-03,42,3588.179495,85.43284511904761
2024-11-04,16,389.743164,24.35894775
2024-11-05,9,251.604742,27.956082444444444
2024-11-06,123,4320.631811,35.12708789430894
2024-11-07,19,1876.812082,98.77958326315789
2024-11-08,24,847.7766200000001,35.32402583333334
2024-11-09,1,0.0,0.0
2024-11-10,26,8885.327477,341.74336450000004
2024-11-11,373,6749.630996,18.09552545844504
2024-11-12,1221,319051.554217,261.30348420720725
2024-12-01,7,-1925.519024,-275.0741462857143
2024-12-02,16,913.8817869999998,57.11761168749999
2024-12-03,8,3039.166,379.89575
2024-12-04,129,-592.6458390000001,-4.594153790697676
2024-12-05,23,0.0,0.0
2024-12-06,254,-21886.531493,-86.16744682283463
2024-12-07,19,1412.314654,74.33235021052631
2024-12-08,48,858.6705000000001,17.88896875
2024-12-10,10,541.55471,54.155471
2024-12-11,171,3494.399394,20.435084175438597
2024-12-12,1932,599151.795008,310.1199767122153
2025-01-01,96,-9528.065345,-99.25068067708334
2025-01-02,634,32300.205017,50.946695610410096
2025-01-03,174,10596.108968,60.897177977011495
2025-01-04,192,-2202.6622420000003,-11.472199177083334
2025-01-05,1230,54536.829297000004,44.338885607317074
2025-02-01,361,8716.519087,24.145482235457067
2025-02-02,1319,162854.759623,123.46835452843062
2025-02-03,532,66914.320708,125.77879832330827
2025-02-04,1076,202212.740938,187.930056633829
2025-03-01,508,6028.486793,11.867099986220472
2025-03-02,2380,348871.326269,146.58459086932774
2025-03-03,1482,616413.032233,415.9332201302294
2025-03-04,1748,-2365.961276,-1.353524757437071
2025-04-01,371,2553.537968,6.882851665768194
2025-04-02,2512,416876.88812,165.9541752070064
2025-04-03,2402,182075.566585,75.80165136761032
2025-04-04,1272,-25515.678949999998,-20.05949602987421
2025-05-01,239,3187.719363,13.337737920502093
2025-05-02,1297,56706.235562,43.721075992289904
2025-05-03,1660,269328.365917,162.24600356445782
2025-05-04,360,35907.33771,99.74260475
2025-06-01,573,6064.185393,10.583220581151831
2025-06-02,1703,33803.799733,19.84955944392249
2025-06-03,760,16101.125561,21.18569152763158
2025-06-04,1048,47053.449272,44.89832945801527
2025-07-01,637,16098.227531,25.271942748822607
2025-07-02,1524,22450.002091,14.730972500656167
2025-07-03,2552,150236.061627,58.86993010462382
2025-07-04,2814,34527.370305,12.269854408315563
2025-08-01,1039,130117.090554,125.23300342059672
2025-08-02,575,586.703253,1.0203534834782608
2025-08-03,529,24700.773359,46.69333338185255
2025-08-04,943,34899.394798,37.00890222481442
2025-09-01,522,46975.928902,89.99220096168582
2025-09-02,764,150551.829492,197.05736844502616
2025-09-03,1422,19773.457395,13.905384947257385
2025-09-04,3967,43120.444797,10.86978694151752
2025-10-01,819,-10116.875552,-12.352717401709402
2025-10-02,889,63908.49465,71.88807047244094
2025-10-03,2911,-10010.027269999999,-3.438690233596702
2025-10-04,2127,158261.822261,74.40612236060178
2025-11-01,283,2269.080536,8.017952424028268
2025-11-02,848,-6093.784817,-7.186067001179245
2025-11-03,3286,-76880.729036,-23.3964482763238
2025-11-04,1096,126406.479081,115.33437872354014
2025-12-01,602,5742.241803,9.538607646179402
2025-12-02,1031,19848.635032,19.251828353055284
2025-12-03,3968,288105.984215,72.60735489289314
2025-12-04,2109,410419.694533,194.60393292223802
